date,user,pc,to,cc,bcc,from,activity,size,attachments
2011-05-02 08:20:14,DBF3582,PC-9568,Zeus.C.Ellison@juno.com,,,DBF17@aol.com,Send,946380,C:\324sCZ8\4ZGBNKJQ.doc(923939)
2011-05-02 08:20:15,LSN1672,PC-9021,CSB89@hotmail.com,Lydia_Nunez@charter.net,,Lydia_Nunez@charter.net,Send,39608,
2011-05-02 08:20:17,CHV0509,PC-0269,EKK2763@charter.net,,,Chloe-Vinson@aol.com,Send,58091,
2011-05-02 08:20:19,FFP2270,PC-7884,FFP723@gmail.com,Geraldine_I_Terrell@charter.net,,Penelope.Travis@gmail.com,View,17943,
2011-05-02 08:20:25,GSA2720,PC-8521,Hammett.Hamish.Donaldson@dtaa.com;Quemby.Kendall.Oneill@dtaa.com;Dora.Kendall.Forbes@dtaa.com,,,Guinevere.Stephanie.Atkinson@dtaa.com,Send,484600,C:\27vDZw0\B8OWXUPY.doc(462266)
2011-05-02 08:20:29,PDJ3711,PC-8360,Madison_Espinoza@hotmail.com,,,Juarez-Phelan@msn.com,Send,7088059,C:\PDJ3711\5I28210A.pdf(738557);C:\18fhP41\BBIQ2MPR.jpg(499514);C:\67rqm51\7FIZD6AE.doc(1720562);C:\67rqm51\ZQ22NB1L.pdf(1544935);C:\89D5727\O1P0CMKT.doc(1160905);C:\LZ23VX4H.doc(235333);C:\18fhP41\1L1VJ3K5.doc(1150426)
2011-05-02 08:20:30,NTC2663,PC-5527,Rhonda.Cailin.Vincent@dtaa.com,,,Noelle.Taylor.Cantrell@dtaa.com,View,740057,C:\68n39N6\KUYP7BKF.doc(695358)
2011-05-02 08:20:32,REB0123,PC-0953,Emily.H.Evans@yahoo.com;Donna_R_Dejesus@verizon.net;Cardenas-Kevin@sbcglobal.net;REB26@msn.com,Ramona_Rowe@comcast.net,,Hebert_Kylan@bellsouth.net,View,2166314,C:\KRH0589\TBXWE5KX.jpg(758691);C:\L0SNXOUW.zip(1378695)
2011-05-02 08:20:39,IRW2130,PC-7744,Finn.Noble.Myers@dtaa.com;Indira.Rose.Walker@dtaa.com;Keiko.Libby.Porter@dtaa.com;Sarah.Cleo.Hubbard@dtaa.com,Michelle.Britanney.Peters@dtaa.com,,Leo.Travis.Rojas@dtaa.com,View,39595,
2011-05-02 08:20:39,KNA1279,PC-3452,Kaseem.Neil.Adkins@dtaa.com;Kaden.Damon.Harmon@dtaa.com;Cody.William.Ferrell@dtaa.com,Carla.Larissa.Armstrong@dtaa.com,,Emily.Sydney.Haley@dtaa.com,View,39349,
2011-05-02 08:20:42,LRS2996,PC-4651,Jayme.Camille.Bryant@dtaa.com,,,Lois.Rhonda.Snow@dtaa.com,View,1452536,C:\23X97l6\7RS851YA.doc(1421192)
2011-05-02 08:20:44,EVF1722,PC-9669,Fuentes-Elijah@comcast.net,,,BOR14@verizon.net,View,24159,
2011-05-02 08:20:45,FQG2974,PC-2461,Fritz.Quentin.Gilbert@dtaa.com;Guy.Brady.Justice@dtaa.com;Paloma.Sybil.Perez@dtaa.com;Ina.Kaden.Cardenas@dtaa.com,August.Bert.Gould@dtaa.com,,Shelly.Yeo.French@dtaa.com,View,32838,
2011-05-02 08:20:47,QKO2718,PC-7030,Hammett.Kasimir.Kidd@dtaa.com;Hammett.Hamish.Donaldson@dtaa.com,Quemby.Kendall.Oneill@dtaa.com,,Simone.Rae.Riggs@dtaa.com,View,43282,
2011-05-02 08:20:50,KCO1253,PC-3739,Oliver-Kermit@sbcglobal.net,,,NHR14@optonline.net,View,32291,
2011-05-02 08:20:52,IJM3356,PC-1733,Finch_Jeanette@northropgrumman.com,India.Jenette.Mccall@dtaa.com,,India.Jenette.Mccall@dtaa.com,View,40554,
2011-05-02 08:20:54,ANC1834,PC-7799,Campbell-Aristotle@hotmail.com,,,Theodore.R.Calhoun@msn.com,View,26493,
2011-05-02 08:20:54,TBL2581,PC-7109,Alan.Avram.Moore@dtaa.com,Tasha.Beatrice.Larson@dtaa.com,,Tasha.Beatrice.Larson@dtaa.com,Send,34179,
2011-05-02 08:20:59,DDH1041,PC-4794,Boris.Kelly.Wheeler@dtaa.com,Julie_H_Rowe@hp.com;Kevin.Hop.Patel@dtaa.com;Duncan.Devin.Hendrix@dtaa.com,,Kyla.Olivia.Estrada@dtaa.com,View,24420,
2011-05-02 08:20:59,GAB3758,PC-3046,Brady_Garrison@hotmail.com;FDF6@cox.net;Blevins_Hollee@earthlink.net,,,Joseph_Goodman@charter.net,View,15651,
2011-05-02 08:20:59,RTW2758,PC-6139,Shay.Aurora.Benton@dtaa.com;Catherine.Madonna.Owen@dtaa.com;Leo.Gil.Livingston@dtaa.com;Reese.Mannix.Lindsay@dtaa.com,,,Raphael.Tanner.Warren@dtaa.com,Send,23868,
2011-05-02 08:20:59,WTG3411,PC-3255,Finn.Rajah.Mclean@dtaa.com,Wesley.Tanner.Glover@dtaa.com,,Tatyana.Alma.Camacho@dtaa.com,View,15782,
2011-05-02 08:21:02,MRB0796,PC-1791,Knox.Dexter.Nguyen@dtaa.com,,,Mona.Rhonda.Byers@dtaa.com,Send,34245,
2011-05-02 08:21:03,HJR3540,PC-6091,Brenda.Zenaida.Burns@dtaa.com;Hyacinth.Jana.Rivas@dtaa.com;Simon.Robert.Lamb@dtaa.com,Jade.Francesca.Rivers@dtaa.com,,Kendall.John.Rosales@dtaa.com,View,21895,
2011-05-02 08:21:03,WTG3411,PC-3255,Terry.Thomas@yahoo.com;Glover-Wesley@juno.com,,,Lee.Channing@verizon.net,View,14035,
2011-05-02 08:21:04,DDH1041,PC-4794,Tallulah.Dahlia.Vang@dtaa.com;Duncan.Devin.Hendrix@dtaa.com,,,Lars.Gil.Roberts@dtaa.com,View,27097,
2011-05-02 08:21:04,MAR2386,PC-5153,Moreno-Bruce@msn.com,,,Malcolm-Rollins@earthlink.net,Send,28476,
2011-05-02 08:21:06,KOE0908,PC-4924,Jin.Charles.Sampson@dtaa.com;Beck.Macaulay.Shaffer@dtaa.com,Kane.Oliver.Ellis@dtaa.com,,Vivien.Nell.Gilliam@dtaa.com,View,49119,
2011-05-02 08:21:07,REB0123,PC-0953,Katell.Jenette.Hopper@dtaa.com,,,Rogan.Emerson.Boyle@dtaa.com,Send,8981704,C:\REB0123\KPNXCIRJ.doc(72362);C:\21Fw5H2\3N4GVQNL.doc(1079809);C:\21Fw5H2\ONKXW9T6.zip(1206862);C:\81KFz61\9Y2QX44X.doc(1073034);C:\21Fw5H2\HOGCJW6R.pdf(1433231);C:\21Fw5H2\58W1S36S.doc(974608);C:\93kC323\JD1G5BVB.jpg(1351266);C:\REB0123\CCCLA7UU.pdf(866452);C:\REB0123\BR3DEKD3.doc(900982)
2011-05-02 08:21:12,KBK3593,PC-3488,CHW4687@optonline.net;ABG9@comcast.net;KBK17@sbcglobal.net;Paloma.Perez@msn.com,Brennan.N.Sykes@bellsouth.net,,Tanya_Lindsay@juno.com,View,23806,
2011-05-02 08:21:12,MTB2982,PC-7354,Sarah.Lilah.Mason@dtaa.com;Burke.Eagan.Hoover@dtaa.com,,,Marny.Tanya.Buckley@dtaa.com,Send,34123,
2011-05-02 08:21:13,DDH1041,PC-4794,John.Theodore.Velez@dtaa.com;Orlando.Hiram.Macias@dtaa.com;Ivor.E.Bass@boeing.com,Abra_D_Morton@hp.com,,Duncan.Devin.Hendrix@dtaa.com,Send,28753,
2011-05-02 08:21:14,DDH1041,PC-4794,Savannah.Roary.Mason@dtaa.com;Brendan.Coby.Gordon@dtaa.com;Duncan.Devin.Hendrix@dtaa.com,Christen.Nelle.Raymond@dtaa.com;Boris.Kelly.Wheeler@dtaa.com,,Holly.Hannah.Gill@dtaa.com,View,26927,
2011-05-02 08:21:15,DDH1041,PC-4794,Lucy.C.Wallace@earthlink.net;DDH879@gmail.com,,,Wheeler-Boris@charter.net,View,1786995,C:\C3C80KD7.doc(1769243)
2011-05-02 08:21:16,MNP0290,PC-3578,Josiah.Dante.Hebert@dtaa.com,,,Myles.Nicholas.Powell@dtaa.com,Send,37227,
2011-05-02 08:21:17,REB0123,PC-0953,Cadman.Dieter.Drake@dtaa.com,Rogan.Emerson.Boyle@dtaa.com,,Ria.Brynne.Blackwell@dtaa.com,View,5082961,C:\RBB0585\IAXF088Z.doc(768876);C:\51V7x65\WI4VZOQO.doc(888921);C:\RBB0585\9DQ5453E.pdf(902565);C:\RBB0585\368E8UCZ.doc(5065);C:\51V7x65\RAQQJ2T6.pdf(904181);C:\NKBX0LRO.pdf(179197);C:\RBB0585\MCXPAXDY.zip(1385130)
2011-05-02 08:21:18,GJS0160,PC-4170,Thomas.Knox.Kidd@dtaa.com;Tyrone.Axel.Prince@dtaa.com,Candace.Tatum.Hughes@dtaa.com;Aaron.Myles.Sparks@dtaa.com,Germaine.Jane.Sutton@dtaa.com,Germaine.Jane.Sutton@dtaa.com,Send,42112,
2011-05-02 08:21:20,DKF2721,PC-2413,Dora.Kendall.Forbes@dtaa.com;Hammett.Hamish.Donaldson@dtaa.com,Brock.George.Ayala@dtaa.com,,Neil.Quentin.Ortiz@dtaa.com,View,31545,
2011-05-02 08:21:20,KIG1594,PC-1130,Aubrey_Le@charter.net,,,Kyra_I_Gallegos@sbcglobal.net,View,27484,
2011-05-02 08:21:21,FQG2974,PC-2461,Amaya_A_Sellers@sbcglobal.net;Everett-Nero@charter.net;Lowery-Rafael@optonline.net,,,Gilbert-Fritz@charter.net,Send,29416,
2011-05-02 08:21:22,FQG2974,PC-2461,Wyoming.Sage.Clay@dtaa.com,,,Fritz.Quentin.Gilbert@dtaa.com,Send,20078,
2011-05-02 08:21:22,REB0123,PC-0953,Rogan.Emerson.Boyle@dtaa.com,,,Jana.Leilani.Wells@dtaa.com,View,1764028,C:\11X8WV4\R2VYO9PE.doc(1704476)
2011-05-02 08:21:24,REB0123,PC-0953,Rogan.Emerson.Boyle@dtaa.com;Kelly.Barry.Guy@dtaa.com;Tallulah.Natalie.Ramirez@dtaa.com,Damian.Jack.Alston@dtaa.com,,Shelley.Alexandra.Reilly@dtaa.com,View,45278,
2011-05-02 08:21:25,MDG2418,PC-9470,Ellison-Lawrence@charter.net,Grant-Matthew@verizon.net,,Kirkland.Garth@cox.net,View,48990,
2011-05-02 08:21:26,QHF3151,PC-3221,Quamar.Honorato.Fuller@dtaa.com,Nadine.Kirsten.Nielsen@dtaa.com,,Lawrence.Rogan.Cotton@dtaa.com,View,33974,
2011-05-02 08:21:27,DDH1041,PC-4794,Duncan.Devin.Hendrix@dtaa.com,,,Jacqueline.Destiny.Myers@dtaa.com,View,30693,
2011-05-02 08:21:28,AAP0352,PC-6708,Jack.Asher.Scott@dtaa.com;Adena.Deborah.Benjamin@dtaa.com,,Adria.Adrienne.Perry@dtaa.com,Adria.Adrienne.Perry@dtaa.com,Send,34122,
2011-05-02 08:21:28,KIG1594,PC-1130,Bryan-Patrick@msn.com,WAW258@bellsouth.net,,Kyra_I_Gallegos@sbcglobal.net,View,19457,
2011-05-02 08:21:28,WTG3411,PC-3255,Finn.Rajah.Mclean@dtaa.com,Wesley.Tanner.Glover@dtaa.com,,Tatyana.Alma.Camacho@dtaa.com,View,15782,
2011-05-02 08:21:29,REB0123,PC-0953,Donna.Renee.Dejesus@dtaa.com,,,Rogan.Emerson.Boyle@dtaa.com,Send,15915,
2011-05-02 08:21:30,KDC0444,PC-6964,Aspen.Rinah.Greene@dtaa.com;Kelly.Derek.Conway@dtaa.com,,,Shannon.Octavia.Daniel@dtaa.com,View,2201111,C:\GYYLRVEP.doc(1610995);C:\SOD0442\50YEMAHC.doc(512905)
2011-05-02 08:21:30,RAA3570,PC-4760,Reece.Abraham.Alvarez@dtaa.com;Colton.Chadwick.Serrano@dtaa.com,Blair.Otto.Rich@dtaa.com,,Gage.Yardley.Hester@dtaa.com,View,45914,
2011-05-02 08:21:31,AJS3021,PC-4517,Hubbard-Cain@msn.com,Amos_Sweet@juno.com,,Amos_Sweet@juno.com,View,27961,
2011-05-02 08:21:31,GFV3163,PC-0460,Caryn.Willow.Rivas@dtaa.com,,,Galvin.Francis.Valencia@dtaa.com,Send,24710,
2011-05-02 08:21:32,VNG0916,PC-9010,Jin.Charles.Sampson@dtaa.com;Stephen.Nash.Carey@dtaa.com;Anika.Rachel.Jacobs@dtaa.com,,Vivien.Nell.Gilliam@dtaa.com,Vivien.Nell.Gilliam@dtaa.com,Send,629510,C:\VNG0916\AZEOKXXQ.doc(606858)
2011-05-02 08:21:34,CKP0265,PC-5376,Deborah.Kai.Estes@dtaa.com,,,Casey.Keaton.Pacheco@dtaa.com,Send,24583,
2011-05-02 08:21:36,ZSW2155,PC-0406,Zia.Sigourney.Wilkerson@dtaa.com;Fletcher.Cody.Mcneil@dtaa.com,Catherine.Nell.Evans@dtaa.com,,Sarah.Eugenia.Rios@dtaa.com,View,16440,
2011-05-02 08:21:38,BCS1604,PC-4008,Risa_Everett@aol.com;Carter-Greene@verizon.net,Alma_Wolfe@juno.com;VNC28@gmail.com;Buffy_Sloan@msn.com,,Buffy_Sloan@msn.com,View,13017,
2011-05-02 08:21:38,RMD0792,PC-9512,Rae_Decker@optonline.net;IWG9@msn.com,,,Desiree_S_Blackburn@charter.net,View,34277,
2011-05-02 08:21:40,KOW3756,PC-1867,KOW619@gmail.com,,,OZH6@hotmail.com,View,1518733,C:\1YW8EBT3.doc(571290);C:\XPIPO00E.doc(89140);C:\KBQAP51H.pdf(336025);C:\OZH2737\KIF3DC3C.doc(129590);C:\OZH2737\V7QLE4E8.doc(371524)
2011-05-02 08:21:42,ADB3853,PC-3331,Yvonne.Kellie.Walters@dtaa.com;Lance.Ezekiel.Campbell@dtaa.com,Sebastian.Cooper.Hoffman@dtaa.com,,Amal.Davis.Buchanan@dtaa.com,Send,43859,
2011-05-02 08:21:42,WTG3411,PC-3255,Mari.B.Henderson@bellsouth.net;Juliet-Flores@verizon.net,,,Glover-Wesley@juno.com,Send,1093890,C:\QGH5E4GC.pdf(384800);C:\464VDM8J.pdf(678439)
2011-05-02 08:21:44,BWC2534,PC-7208,Benjamin.Wayne.Cameron@dtaa.com,,,Kareem.Geoffrey.Frost@dtaa.com,View,55536,
2011-05-02 08:21:44,REL3735,PC-5279,Rhonda.Elizabeth.Lopez@dtaa.com;Gareth.Thor.Holland@dtaa.com,,,Cassidy.Eliana.Branch@dtaa.com,View,26612,
2011-05-02 08:21:44,ULP1169,PC-5119,Kaye.Elizabeth.Whitfield@dtaa.com,,,Ulla.Lee.Pope@dtaa.com,Send,19223,
2011-05-02 08:21:47,INR0927,PC-9023,CAS458@cox.net;Cotton-Hope@netzero.com,,,Ifeoma_N_Ramsey@verizon.net,Send,26394,
2011-05-02 08:21:47,RMD0792,PC-9512,Desiree.Stacy.Blackburn@dtaa.com;Igor.Walter.Gaines@dtaa.com;Yetta.Joan.Padilla@dtaa.com,,,Rae.Madison.Decker@dtaa.com,Send,46912,
2011-05-02 08:21:48,IBM1700,PC-9385,Madeline.Mira.Rosario@dtaa.com;Ariana.Kevyn.Whitley@dtaa.com,Stewart.Nissim.Medina@dtaa.com,,Isaiah.Blake.Mason@dtaa.com,Send,35821,
2011-05-02 08:21:48,TJB3511,PC-7114,Oprah.Miriam.Bell@dtaa.com;Sybill.Hanae.Burgess@dtaa.com,Thane.James.Bryan@dtaa.com,,Sylvester.Xenos.Owen@dtaa.com,View,995758,C:\V10TDFP8.doc(979632)
2011-05-02 08:21:48,TLC1147,PC-7504,Haley_G_Holcomb@aol.com,,,Tarik_Castro@cox.net,Send,31488,
2011-05-02 08:21:50,SBW3023,PC-8034,Kennan-Barnes@yahoo.com,AAD995@comcast.net,,SBW232@msn.com,Send,28699,
2011-05-02 08:21:51,CKP0265,PC-5376,Imani.Leigh.Hardy@dtaa.com;Chaney.Keaton.Hurley@dtaa.com,,,Casey.Keaton.Pacheco@dtaa.com,Send,27330,
2011-05-02 08:21:52,BMN3207,PC-9138,Whitley-Nicolas@gmail.com,,Bernard_Nolan@charter.net,Bernard_Nolan@charter.net,Send,27761,
2011-05-02 08:21:54,DLR1423,PC-0283,Deanna.Laura.Russell@dtaa.com,,,Jamal.Keaton.Knight@dtaa.com,View,20645,
2011-05-02 08:21:55,YFT1382,PC-9907,Yael.Fiona.Todd@dtaa.com;Harriet_Schroeder@boeing.com;Kasimir.Justin.Roman@dtaa.com,,,Jillian.Carla.Mendez@dtaa.com,View,39915,
2011-05-02 08:21:56,AXW3243,PC-4929,Alea.Xandra.Walls@dtaa.com;Barrett.Flynn.Roach@dtaa.com;Tyrone.Jonathan.Barry@dtaa.com,Xerxes.Perry.Williams@dtaa.com,,Leigh.Maia.Beard@dtaa.com,View,28427,
2011-05-02 08:21:56,QHF3151,PC-3221,Cotton-Lawrence@hotmail.com,,,Quamar_Fuller@yahoo.com,Send,34501,
2011-05-02 08:21:59,CGC1132,PC-8269,Florence.C.Solis@cox.net,,,CGC63@msn.com,Send,20088,
2011-05-02 08:21:59,SYF3607,PC-1482,Sean.Orson.Hanson@dtaa.com,,,Shelly.Yeo.French@dtaa.com,Send,32919,
2011-05-02 08:22:01,KIG1594,PC-1130,Vladimir.Nehru.Cantrell@dtaa.com;Carter.Scott.Greene@dtaa.com;Jaden.Amethyst.Browning@dtaa.com,,Kyra.Imani.Gallegos@dtaa.com,Kyra.Imani.Gallegos@dtaa.com,Send,24416,
2011-05-02 08:22:01,REB0123,PC-0953,Rogan.Emerson.Boyle@dtaa.com;Barry.Noble.Russell@dtaa.com,Paki.Hu.Barnett@dtaa.com;Rama.Emma.Mccray@dtaa.com,,Kylan.Rhona.Hebert@dtaa.com,View,51474,
2011-05-02 08:22:03,JJS2079,PC-5864,Claire.Hillary.Mcfadden@dtaa.com,,,Jennifer.Justina.Simmons@dtaa.com,Send,44498,
2011-05-02 08:22:05,GNH1735,PC-8251,FBD8191@optonline.net,Gillian_Holland@charter.net,,Fitzgerald-Dale@earthlink.net,View,184621,C:\EU22O76P.doc(151448)
2011-05-02 08:22:07,KMB1379,PC-2614,Lila.Tasha.Workman@dtaa.com,Jillian.Carla.Mendez@dtaa.com;Kuame.Merrill.Ballard@dtaa.com,,Kuame.Merrill.Ballard@dtaa.com,Send,20495,
2011-05-02 08:22:08,RAA3570,PC-4760,Joshua.R.Kramer@hotmail.com;Reed-Palmer@verizon.net;Hendrix.Dieter@msn.com;Reece_A_Alvarez@juno.com,KZG821@gmail.com,,KZG821@gmail.com,View,1399117,C:\72b3N85\II1UT9DU.pdf(1377624)
2011-05-02 08:22:09,TPM0039,PC-1423,Theodore.Patrick.Monroe@dtaa.com,Mari.Janna.Kelly@dtaa.com,,Shelly.Jeanette.Rush@dtaa.com,View,3073795,C:\SJR0452\8O3RAOOE.doc(117630);C:\Q1CJ4J9W.doc(147125);C:\98J2K35\4UXP97BG.doc(46279);C:\SJR0452\TKE8SFG1.doc(573061);C:\SJR0452\ZX3NHAH7.doc(561554);C:\SJR0452\VXHBQTQO.pdf(427912);C:\26kP7n2\GVIAUMVS.doc(706843);C:\98J2K35\ZJ967P6H.pdf(459838)
2011-05-02 08:22:10,KLM0714,PC-7033,Moran_Kuame@earthlink.net,,,Walters_Dean@bellsouth.net,View,30388,
2011-05-02 08:22:12,WBS1592,PC-5871,Risa.Keely.Everett@dtaa.com;Wynter.Blaine.Sanford@dtaa.com;Troy.Hayes.Massey@dtaa.com,Alma.Gloria.Wolfe@dtaa.com,,Brenda.Olivia.Valdez@dtaa.com,View,34707,
2011-05-02 08:22:13,TTF2920,PC-1184,NJW393@bellsouth.net;Alice_Pope@msn.com,,,Timothy-Frazier@aol.com,Send,39953,
2011-05-02 08:22:15,CHV0509,PC-0269,Savannah.Leslie.Clarke@dtaa.com;Shay.Jorden.Bishop@dtaa.com,Kirk.Lucian.Zimmerman@dtaa.com;Chase.Amir.Gross@dtaa.com;Walker.Galvin.Floyd@dtaa.com,,Chloe.Hannah.Vinson@dtaa.com,Send,1043796,C:\CHV0509\QMXTQDTG.exe(1024463)
2011-05-02 08:22:16,SBW3023,PC-8034,Noah.Cairo.Austin@dtaa.com;Slade.Brendan.Walker@dtaa.com,Lana.Abra.Hart@dtaa.com,,Amos.Joel.Sweet@dtaa.com,View,33388,
2011-05-02 08:22:20,KOE0908,PC-4924,Jin.Charles.Sampson@dtaa.com;William.Fulton.Nixon@dtaa.com;Chadwick.Thane.Huber@dtaa.com;Isaiah.Blair.Camacho@dtaa.com,Alyssa.Dara.Mcbride@dtaa.com,,Kane.Oliver.Ellis@dtaa.com,Send,1280984,C:\Q0FEO7N7.doc(1248528)
2011-05-02 08:22:24,ADB3853,PC-3331,Jaquelyn.A.Yates@hotmail.com;ADB3659@cox.net;Sarah.Mayo@cox.net;LEC657@bellsouth.net,Shafira_Berger@sbcglobal.net,,SCH613@msn.com,View,39181,
2011-05-02 08:22:24,LDN2514,PC-4915,Micah.Hammett.Sims@dtaa.com,,,Luke.Dolan.Norman@dtaa.com,Send,31149,
2011-05-02 08:22:25,CFP3418,PC-4574,Puckett-Cullen@comcast.net,,,George_Chaney@msn.com,View,2144698,C:\CIG2684\AJTO1SM0.pdf(58281);C:\MX7XNGKR.doc(957031);C:\3BG1LW05.doc(624031);C:\GSBOM5UQ.doc(415008);C:\CIG2684\B81OUJV9.doc(47638)
2011-05-02 08:22:26,HRK2972,PC-7322,Quincy.Alfreda.Huffman@dtaa.com;Hayfa.Rhonda.King@dtaa.com;Nero.Owen.Everett@dtaa.com;Daria.Katell.Mooney@dtaa.com,Uta_R_Hubbard@harris.com,,Tarik.Rahim.Vargas@dtaa.com,View,3318954,C:\TRV2966\KZ60Q6OJ.doc(1876273);C:\44X65q6\RNQ9IP3C.pdf(796535);C:\44X65q6\JZ6CM5XS.doc(616144)
2011-05-02 08:22:31,LCH1789,PC-7284,Ivan.Brock.Wood@dtaa.com,,,Luke.Casey.Hudson@dtaa.com,Send,24974,
2011-05-02 08:22:32,FTS0246,PC-0884,Fuller.Taylor.Spears@dtaa.com,,,Perry.Micah.Franklin@dtaa.com,View,30761,
2011-05-02 08:22:32,JKC2754,PC-3138,Arden.David.Manning@dtaa.com,,,Jenna.Karen.Chang@dtaa.com,Send,2148906,C:\74P1157\9EP70KDI.doc(1159663);C:\EAWEX5CK.doc(966474)
2011-05-02 08:22:32,ZLB1878,PC-7523,Tanek.Arden.Burris@dtaa.com,,,Zorita.Latifah.Burns@dtaa.com,Send,32544,
2011-05-02 08:22:33,KIG1594,PC-1130,GSH7356@cox.net,Kyra_I_Gallegos@sbcglobal.net,,Kyra_I_Gallegos@sbcglobal.net,View,2830830,C:\KIG1594\8WXZVFX8.doc(946805);C:\9QE05RC5.doc(861560);C:\46D6Jw4\M8HCUDMM.doc(987473)
2011-05-02 08:22:39,AIL2511,PC-0640,Alan.Ivor.Lindsay@dtaa.com,Mercedes.Josephine.Ayala@dtaa.com,,Mercedes.Josephine.Ayala@dtaa.com,View,1756779,C:\39NjsN0\HVGT7JG9.doc(1739740)
2011-05-02 08:22:40,DLR1423,PC-0283,Damon.Carter.Casey@dtaa.com;Deanna.Laura.Russell@dtaa.com,,,Beatrice.Erica.Wiley@dtaa.com,View,27893,
2011-05-02 08:22:40,ZAW3833,PC-3912,Craig.Theodore.Pennington@dtaa.com,Zenaida.Hadassah.Tanner@dtaa.com,,Katell.Lydia.Perry@dtaa.com,View,37761,
2011-05-02 08:22:42,ACJ0014,PC-9013,Xavier.Charles.Joyner@dtaa.com;Isabella.Samantha.Rogers@dtaa.com;Casey.Cameron.Trevino@dtaa.com;Maris.Dahlia.Goff@dtaa.com,Alisa.Cleo.Jacobson@dtaa.com,,Scarlet.Caryn.Lane@dtaa.com,View,37355,
2011-05-02 08:22:43,BMR1662,PC-6725,Cora.Noelle.Hanson@dtaa.com;Brewer-Hyatt@lockheedmartin.com;Brenna.Michelle.Robles@dtaa.com,,,Donovan.Talon.Weber@dtaa.com,View,20290,
2011-05-02 08:22:44,DJP3230,PC-1772,Chava.Shannon.Roberson@dtaa.com,,,Donna.Joy.Parrish@dtaa.com,Send,54583,
2011-05-02 08:22:44,JMH0617,PC-6588,Castor.Malcolm.Dean@dtaa.com,Justina.Melyssa.Hudson@dtaa.com,,Cailin.Sopoline.Russell@dtaa.com,View,18684,
2011-05-02 08:22:46,TPM0039,PC-1423,Kane.C.Finch@netzero.com,,,Theodore-Monroe@bellsouth.net,Send,48264,
2011-05-02 08:22:48,RML2759,PC-1424,Acton.Coby.Chavez@dtaa.com,Reese.Mannix.Lindsay@dtaa.com;Tatyana.Alma.Camacho@dtaa.com,,Ashton.Nigel.Burgess@dtaa.com,View,25439,
2011-05-02 08:22:51,DBF3582,PC-9568,DBF17@aol.com,,,Ivory_Calhoun@earthlink.net,View,21854,
2011-05-02 08:22:53,HSH0292,PC-9236,Scott.Kennedy.Kirkland@dtaa.com;Maxwell.Deacon.Santana@dtaa.com;Hamilton.Jonathan.Beck@dtaa.com,Halla.Sybil.Howe@dtaa.com;Jolie.Orla.Wilkinson@dtaa.com,,Palmer.Marvin.Gibbs@dtaa.com,View,37487,
2011-05-02 08:22:53,OEN0432,PC-4108,Ori.Emi.Nixon@dtaa.com;Raven.Deborah.Bonner@dtaa.com;Madonna.Belle.Salinas@dtaa.com;Kirestin.Evangeline.Cruz@dtaa.com,Hunter.Benjamin.Schmidt@dtaa.com,,Emerald.Kelsey.Bates@dtaa.com,View,39090,
2011-05-02 08:22:57,TPM0039,PC-1423,Theodore-Monroe@bellsouth.net,Kane.C.Finch@netzero.com,,Kane.C.Finch@netzero.com,View,5182278,C:\63b5k15\SMN9HAWQ.zip(241419);C:\UI8IY3AS.txt(1553675);C:\KCF0450\07GZM0H0.pdf(1444767);C:\45TVTD0\B0C6E1YG.pdf(1921484)
2011-05-02 08:22:58,RPW2445,PC-2372,Jael.Janna.Hess@dtaa.com,Blair.Alea.Armstrong@dtaa.com,,Regina.Priscilla.Wright@dtaa.com,Send,23181,
2011-05-02 08:22:58,SAM3855,PC-2428,Sawyer.Alexander.Miranda@dtaa.com;Herman.Jamal.Avery@dtaa.com;Madison.Willa.Kramer@dtaa.com,,,Amal.Davis.Buchanan@dtaa.com,View,26070,
2011-05-02 08:22:59,GFV3163,PC-0460,Galvin.Francis.Valencia@dtaa.com,,,Shafira.Wyoming.Estes@dtaa.com,View,500541,C:\JC09QOAQ.pdf(474810)
2011-05-02 08:22:59,LRS2996,PC-4651,Idona_Herring@optonline.net,Lois.R.Snow@verizon.net,,Lois.R.Snow@verizon.net,Send,36332,
2011-05-02 08:22:59,SIP2293,PC-1512,Amelia.Dorothy.Weeks@dtaa.com,Stephanie.Ivana.Patel@dtaa.com,,Stephanie.Ivana.Patel@dtaa.com,Send,3084271,C:\55wS113\07Q15G2L.doc(717819);C:\55wS113\52V54KPE.doc(421041);C:\55wS113\LSQFR7HR.doc(1438576);C:\742xJ99\WVRNGDU4.jpg(32402);C:\SIP2293\21L01U8S.doc(442978)
2011-05-02 08:23:00,RAA3570,PC-4760,Ali.Emmanuel.Burns@dtaa.com;Bo.Jada.Whitfield@dtaa.com;Quinn.Neil.Walsh@dtaa.com,Austin.Joel.Coleman@dtaa.com,,Reece.Abraham.Alvarez@dtaa.com,Send,29870,
2011-05-02 08:23:00,ZAW3833,PC-3912,Edward.Raymond.Hancock@dtaa.com,Zelda.Aretha.Wallace@dtaa.com,,Katell.Lydia.Perry@dtaa.com,View,35252,
2011-05-02 08:23:01,MHS1125,PC-2859,Jessica.Piper.Huff@dtaa.com,,,Mercedes.Hannah.Sparks@dtaa.com,Send,39349,
2011-05-02 08:23:01,NJH0196,PC-6075,Neville.Jasper.Huffman@dtaa.com,Fallon.Alexa.Pace@dtaa.com,,Jolie.Orla.Wilkinson@dtaa.com,View,31776,
